ID;Наименование;Родитель;Категория;"Группа дочернего товара";Цена;"Акционная цена";Валюта;Артикул;"Единица измерения";"В упаковке";"На складе";"Акционный товар";"Рекомендованный товар";"Горячее предложение";Новинка;"Краткое описание";Описание;Производитель;Страна;"В комплекте";"Сопутствующие товары";Тэги;Фотографии;Цвет;Материал;Размер;Механизм;Напряжение;Синхронизация;Грузоподъемность;"Тип подъемника";Варианты
2129;"Стенд шиномонтажный взрыв. нак. 12-26""";;"Шиномонтажное оборудование;Шиномонтажное оборудование:Шиномонтажные станки";;73900;0;Рубли;"BL545IT/220V ";штука;1.0000;1000;0;0;0;0;"<p>Полуавтомат с взрывной накачкой.</p>";"<table style=""height: 170px; width: 384px;"">
<tbody>
<tr>
<td colspan=""2""><strong>BL545IT/220V&nbsp;- технические характеристики</strong></td>
</tr>
<tr>
<td>Размеры диска, внешний зажим</td>
<td>12""-23""</td>
</tr>
<tr>
<td>Размеры диска, внутренний зажим</td>
<td>14""-26""</td>
</tr>
<tr>
<td>Максимальный диаметр колеса</td>
<td>1143 мм</td>
</tr>
<tr>
<td>Максимальная ширина колеса</td>
<td>406&nbsp;мм</td>
</tr>
<tr>
<td>Напряжение</td>
<td>220&nbsp;В</td>
</tr>
<tr>
<td>Рабочее давление</td>
<td>8&nbsp;бар</td>
</tr>
<tr>
<td>Отжимное усилие</td>
<td>2500 кг</td>
</tr>
<tr>
<td>Уровень шума</td>
<td>75 дб</td>
</tr>
<tr>
<td>Габариты в упаковке</td>
<td>1130х900х1030 мм</td>
</tr>
<tr>
<td>Вес в упаковке</td>
<td>255&nbsp;кг</td>
</tr>
<tr>
<td>Вес без упаковки</td>
<td>231&nbsp;кг</td>
</tr>
</tbody>
</table>";FLYING;Китай;;;;1555580972.4925.jpg;;;;;;;;;
2131;"Автомат шиномонтажный взрыв.нак. 12-26""";;"Шиномонтажное оборудование;Шиномонтажное оборудование:Шиномонтажные станки";;98500;0;Рубли;"BL555IT/220V ";штука;1.0000;500;0;0;0;0;"<p>Автомат с взрывной накачкой.</p>";"<table style=""height: 170px; width: 384px;"">
<tbody>
<tr>
<td colspan=""2""><strong>BL555IT/220V - технические характеристики</strong></td>
</tr>
<tr>
<td>Размеры диска, внешний зажим</td>
<td>12""-23""</td>
</tr>
<tr>
<td>Размеры диска, внутренний зажим</td>
<td>14""-26""</td>
</tr>
<tr>
<td>Максимальный диаметр колеса</td>
<td>1143 мм</td>
</tr>
<tr>
<td>Максимальная ширина колеса</td>
<td>406&nbsp;мм</td>
</tr>
<tr>
<td>Напряжение</td>
<td>220&nbsp;В</td>
</tr>
<tr>
<td>Рабочее давление</td>
<td>8&nbsp;бар</td>
</tr>
<tr>
<td>Отжимное усилие</td>
<td>2500 кг</td>
</tr>
<tr>
<td>Уровень шума</td>
<td>75 дб</td>
</tr>
<tr>
<td>Габариты в упаковке</td>
<td>1130х900х1030 мм</td>
</tr>
<tr>
<td>Вес в упаковке</td>
<td>445&nbsp;кг</td>
</tr>
<tr>
<td>Вес без упаковки</td>
<td>395&nbsp;кг</td>
</tr>
</tbody>
</table>";FLYING;Китай;;;;1555581582.6333.png;;;;;;;;;
2132;"Шиномонтажный станок FLYING BL555IT (12-26 дюймов) 380В";;"Шиномонтажное оборудование;Шиномонтажное оборудование:Шиномонтажные станки";;0;0;Рубли;BL555IT/380V;штука;1.0000;50;0;0;0;0;"<p>Автомат с взрывной накачкой.</p>";"<table style=""height: 170px; width: 384px;"">
<tbody>
<tr>
<td colspan=""2""><strong>BL555IT/380V&nbsp;- технические характеристики</strong></td>
</tr>
<tr>
<td>Размеры диска, внешний зажим</td>
<td>12""-23""</td>
</tr>
<tr>
<td>Размеры диска, внутренний зажим</td>
<td>14""-26""</td>
</tr>
<tr>
<td>Максимальный диаметр колеса</td>
<td>1143 мм</td>
</tr>
<tr>
<td>Максимальная ширина колеса</td>
<td>406&nbsp;мм</td>
</tr>
<tr>
<td>Напряжение</td>
<td>380&nbsp;В</td>
</tr>
<tr>
<td>Рабочее давление</td>
<td>8&nbsp;бар</td>
</tr>
<tr>
<td>Отжимное усилие</td>
<td>2500 кг</td>
</tr>
<tr>
<td>Уровень шума</td>
<td>75 дб</td>
</tr>
<tr>
<td>Габариты в упаковке</td>
<td>1130х900х1030 мм</td>
</tr>
<tr>
<td>Вес в упаковке</td>
<td>445&nbsp;кг</td>
</tr>
<tr>
<td>Вес без упаковки</td>
<td>395&nbsp;кг</td>
</tr>
</tbody>
</table>";FLYING;Китай;;;;1555581704.2534.png;;;;;;;;;
2133;"Автомат шиномонтажный 12-26"" с 3 рукой (ACAP 2008) 220В";;"Шиномонтажное оборудование;Шиномонтажное оборудование:Шиномонтажные станки";;155500;0;Рубли;"BL555IT08220 ";штука;1.0000;1000;0;0;0;0;"<p>Автомат с взрывной накачкой и&nbsp;3 рука (ACAP 2008).</p>";"<table style=""height: 170px; width: 384px;"">
<tbody>
<tr>
<td colspan=""2""><strong>BL555IT08220&nbsp;- технические характеристики</strong></td>
</tr>
<tr>
<td>Размеры диска, внешний зажим</td>
<td>12""-23""</td>
</tr>
<tr>
<td>Размеры диска, внутренний зажим</td>
<td>14""-26""</td>
</tr>
<tr>
<td>Максимальный диаметр колеса</td>
<td>1143 мм</td>
</tr>
<tr>
<td>Максимальная ширина колеса</td>
<td>406&nbsp;мм</td>
</tr>
<tr>
<td>Напряжение</td>
<td>220&nbsp;В</td>
</tr>
<tr>
<td>Рабочее давление</td>
<td>8&nbsp;бар</td>
</tr>
<tr>
<td>Отжимное усилие</td>
<td>2500 кг</td>
</tr>
<tr>
<td>Уровень шума</td>
<td>75 дб</td>
</tr>
<tr>
<td>Габариты в упаковке</td>
<td>1130х900х1030 мм</td>
</tr>
<tr>
<td>Вес в упаковке</td>
<td>445&nbsp;кг</td>
</tr>
<tr>
<td>Вес без упаковки</td>
<td>395&nbsp;кг</td>
</tr>
</tbody>
</table>";FLYING;Китай;;;;1555579604.1047.jpg;;;;;;;;;
2134;"Шиномонтажный станок FLYING BL555IT08220L (12-26 дюймов) 220В";;"Шиномонтажное оборудование;Шиномонтажное оборудование:Шиномонтажные станки";;0;0;Рубли;BL555IT08220L;штука;1.0000;0;0;0;0;0;"<p>Автомат с взрывной подкачкой, 3 рука (ACAP 2008) и lift Автомат.</p>";"<table style=""height: 170px; width: 384px;"">
<tbody>
<tr>
<td colspan=""2""><strong>BL555IT08220L&nbsp;- технические характеристики</strong></td>
</tr>
<tr>
<td>Размеры диска, внешний зажим</td>
<td>12""-23""</td>
</tr>
<tr>
<td>Размеры диска, внутренний зажим</td>
<td>14""-26""</td>
</tr>
<tr>
<td>Максимальный диаметр колеса</td>
<td>1143 мм</td>
</tr>
<tr>
<td>Максимальная ширина колеса</td>
<td>406&nbsp;мм</td>
</tr>
<tr>
<td>Напряжение</td>
<td>220&nbsp;В</td>
</tr>
<tr>
<td>Рабочее давление</td>
<td>8&nbsp;бар</td>
</tr>
<tr>
<td>Отжимное усилие</td>
<td>2500 кг</td>
</tr>
<tr>
<td>Уровень шума</td>
<td>75 дб</td>
</tr>
<tr>
<td>Габариты в упаковке</td>
<td>1130х900х1030 мм</td>
</tr>
<tr>
<td>Вес в упаковке</td>
<td>445&nbsp;кг</td>
</tr>
<tr>
<td>Вес без упаковки</td>
<td>395&nbsp;кг</td>
</tr>
</tbody>
</table>";FLYING;Китай;;;;"1529637943.4493.JPG;1529637943.4478.JPG;1529637943.4464.JPG;1529637943.445.JPG;1529637943.4439.jpg;1529637943.4428.jpg";;;;;;;;;
2135;"Шиномонтажный станок FLYING BL555IT (12-26 дюймов) 380В";;"Шиномонтажное оборудование;Шиномонтажное оборудование:Шиномонтажные станки";;0;0;Рубли;BL555IT08380;штука;1.0000;50;0;0;0;0;"<p>Автомат с взрывной накачкой и&nbsp;3 рука (ACAP 2008).</p>";"<table style=""height: 170px; width: 384px;"">
<tbody>
<tr>
<td colspan=""2""><strong>BL555IT08380&nbsp;- технические характеристики</strong></td>
</tr>
<tr>
<td>Размеры диска, внешний зажим</td>
<td>12""-23""</td>
</tr>
<tr>
<td>Размеры диска, внутренний зажим</td>
<td>14""-26""</td>
</tr>
<tr>
<td>Максимальный диаметр колеса</td>
<td>1143 мм</td>
</tr>
<tr>
<td>Максимальная ширина колеса</td>
<td>406&nbsp;мм</td>
</tr>
<tr>
<td>Напряжение</td>
<td>380 В</td>
</tr>
<tr>
<td>Рабочее давление</td>
<td>8&nbsp;бар</td>
</tr>
<tr>
<td>Отжимное усилие</td>
<td>2500 кг</td>
</tr>
<tr>
<td>Уровень шума</td>
<td>75 дб</td>
</tr>
<tr>
<td>Габариты в упаковке</td>
<td>1130х900х1030 мм</td>
</tr>
<tr>
<td>Вес в упаковке</td>
<td>445&nbsp;кг</td>
</tr>
<tr>
<td>Вес без упаковки</td>
<td>395&nbsp;кг</td>
</tr>
</tbody>
</table>";FLYING;Китай;;;;1555580292.4373.jpg;;;;;;;;;
2136;"Шиномонтажный станок FLYING BL600 (10-20 дюймов) 220В";;"Шиномонтажное оборудование;Шиномонтажное оборудование:Шиномонтажные станки";;0;0;Рубли;"BL600 (220V)";штука;1.0000;0;0;0;0;0;<p>Полуавтомат</p>;"<table style=""height: 170px; width: 384px;"">
<tbody>
<tr>
<td colspan=""2""><strong>НBL600 - технические характеристики</strong></td>
</tr>
<tr>
<td>Размеры диска, внешний зажим</td>
<td>12""-20""</td>
</tr>
<tr>
<td>Размеры диска, внутренний зажим</td>
<td>10""-17""</td>
</tr>
<tr>
<td>Максимальный диаметр колеса</td>
<td>1040&nbsp;мм</td>
</tr>
<tr>
<td>Максимальная ширина колеса</td>
<td>355&nbsp;мм</td>
</tr>
<tr>
<td>Напряжение</td>
<td>220&nbsp;В</td>
</tr>
<tr>
<td>Рабочее давление</td>
<td>8&nbsp;бар</td>
</tr>
<tr>
<td>Отжимное усилие</td>
<td>2500 кг</td>
</tr>
<tr>
<td>Уровень шума</td>
<td>75 дб</td>
</tr>
<tr>
<td>Габариты в упаковке</td>
<td>960х760х880 мм</td>
</tr>
<tr>
<td>Вес в упаковке</td>
<td>190&nbsp;кг</td>
</tr>
<tr>
<td>Вес без упаковки</td>
<td>165 кг</td>
</tr>
</tbody>
</table>";FLYING;Китай;;;;1529637943.4964.jpg;;;;;;;;;
2137;"Шиномонтажный станок FLYING BL600 (10-20 дюймов) 380В";;"Шиномонтажное оборудование;Шиномонтажное оборудование:Шиномонтажные станки";;0;0;Рубли;"BL600 (380V)";штука;1.0000;0;0;0;0;0;<p>Полуавтомат</p>;"<table style=""height: 170px; width: 384px;"">
<tbody>
<tr>
<td colspan=""2""><strong>НBL600 - технические характеристики</strong></td>
</tr>
<tr>
<td>Размеры диска, внешний зажим</td>
<td>12""-20""</td>
</tr>
<tr>
<td>Размеры диска, внутренний зажим</td>
<td>10""-17""</td>
</tr>
<tr>
<td>Максимальный диаметр колеса</td>
<td>1040&nbsp;мм</td>
</tr>
<tr>
<td>Максимальная ширина колеса</td>
<td>355&nbsp;мм</td>
</tr>
<tr>
<td>Напряжение</td>
<td>380 В</td>
</tr>
<tr>
<td>Рабочее давление</td>
<td>8&nbsp;бар</td>
</tr>
<tr>
<td>Отжимное усилие</td>
<td>2500 кг</td>
</tr>
<tr>
<td>Уровень шума</td>
<td>75 дб</td>
</tr>
<tr>
<td>Габариты в упаковке</td>
<td>960х760х880 мм</td>
</tr>
<tr>
<td>Вес в упаковке</td>
<td>190&nbsp;кг</td>
</tr>
<tr>
<td>Вес без упаковки</td>
<td>165 кг</td>
</tr>
</tbody>
</table>";FLYING;Китай;;;;1529637943.5115.jpg;;;;;;;;;
2138;"ГШС-515А Шиномонтажный стенд для грузовых авто 13-27'";;"Шиномонтажное оборудование;Шиномонтажное оборудование:Шиномонтажные станки";;339000;306000;Рубли;ГШС-515А;штука;1.0000;50;1;0;0;0;"<p>Электрогидравлический,&nbsp;макс. ширина колеса 780 мм,&nbsp;макс. диаметр колеса 1600 мм.</p>";"<table style=""height: 170px; width: 384px;"">
<tbody>
<tr>
<td colspan=""2""><strong>Название - технические характеристики</strong></td>
</tr>
<tr>
<td>Максимальный диаметр колеса</td>
<td>1600 мм</td>
</tr>
<tr>
<td>Максимальная ширина колеса</td>
<td>780&nbsp;мм</td>
</tr>
<tr>
<td>Напряжение</td>
<td>380 В</td>
</tr>
<tr>
<td>Рабочее давление</td>
<td>130 бар</td>
</tr>
<tr>
<td>Габариты в упаковке</td>
<td>1740х1750х1270 мм</td>
</tr>
<tr>
<td>Вес в упаковке</td>
<td>560 кг</td>
</tr>
</tbody>
</table>";SIVIK;Россия;;;;1555579141.5078.jpg;;;;;;;;;
2139;"ГШС-515В Шиномонтажный стенд для c/x техники 14-56'";;"Шиномонтажное оборудование;Шиномонтажное оборудование:Шиномонтажные станки";;0;0;Рубли;ГШС-515В;штука;1.0000;0;0;0;0;0;"<p>Электрогидравлический,&nbsp;макс. ширина колеса 1065 мм,&nbsp;макс. диаметр колеса 2300 мм.</p>";"<p>Используется для шиномонтажа колес тракторов, грузовиков и автобусов.</p>
<table style=""height: 170px; width: 384px;"">
<tbody>
<tr>
<td colspan=""2""><strong>Название - технические характеристики</strong></td>
</tr>
<tr>
<td>Максимальный диаметр колеса</td>
<td>2300 мм</td>
</tr>
<tr>
<td>Максимальная ширина колеса</td>
<td>1065 мм</td>
</tr>
<tr>
<td>Напряжение</td>
<td>380 В</td>
</tr>
<tr>
<td>Рабочее давление</td>
<td>130 бар</td>
</tr>
<tr>
<td>Габариты в упаковке</td>
<td>2340х2390х1810 мм</td>
</tr>
<tr>
<td>Вес в упаковке</td>
<td>770 кг</td>
</tr>
</tbody>
</table>";SIVIK;Россия;;;;1555578958.3935.png;;;;;;;;;
33926;"Стенд шиномонтажный M&B,10-23"",автомат,380В,Италия";;"Шиномонтажное оборудование;Шиномонтажное оборудование:Шиномонтажные станки";;0;0;Рубли;"TC 522C";штука;1.0000;50;0;0;0;0;;"<p>Две скорости вращения стола.&nbsp;<br />Диаметр диска 10-23“<br />Максимальная ширина диска 15“<br />Максимальный диаметр колеса 46“ (1160 мм)<br />Усилие отжима шины 2500 кг<br />Электропитание 380 В, Мощность электродвигателя 0,9/1,2 кВт <br />Производство - Италия<br />Габариты станка в упаковке 1,1/1,12/0,77 м<br />Вес 220 кг&nbsp;</p>";;;;;;1555577055.6397.jpg;Красный;;;;220В;;;;
35400;"ВМЕСТЕ ДЕШЕВЛЕ - TEMP TB200 + TC100";;"Шиномонтажное оборудование;Шиномонтажное оборудование:Шиномонтажные станки;Шиномонтажное оборудование:Балансировочные стенды;Акции;Шиномонтажное оборудование:Комплекты шиномонтажного оборудования";;75900;0;Рубли;TB200_i_TС100N;штука;1.0000;41;1;0;0;0;"<p style=""text-align: left;""><span style=""font-size: 12pt;""><strong>Большая скидка при покупке шиномонтажного станка и балансировочного стенда! Удачное начало своего бизнеса! Закажите на сайте - не упустите выгодное предложение!</strong></span></p>";"<p>Сезонная акция действует на оборудование синего цвета, если у Вас возникнут вопросы - свяжитесь с менеджерами компании</p>
<p><strong>Подробнее о технических характеристиках оборудования Вы можете ознакомиться проследовав по ссылкам ниже:</strong></p>
<p><a href=""component/ksenmart/stend_shinomontazhnyy_10_22_dyuymov_220_vol_t_siniy"" target=""_blank"" rel=""alternate noopener noreferrer"">TC-100N 220В</a></p>
<p><a href=""component/ksenmart/stend_shinomontazhnyy_10_22_dyuymov_380_vol_t_siniy"" target=""_blank"" rel=""alternate noopener noreferrer"">TC-100N 380В</a></p>
<p><a href=""/catalog/temp___tb200_stend_balansirovochnyy_siniy_"" target=""_blank"" rel=""alternate noreferrer"">TB-200</a></p>";ТЕМП;Китай;;"TE-2         ;TC-100 220V C;TC-100 380V C;TB300 220V C ";;1555575663.2975.jpg;;;;;;;;;
35440;"Станок шиномонтажный TEMP TC100 (10-22 дюймов) 220 В";;"Шиномонтажное оборудование;Шиномонтажное оборудование:Шиномонтажные станки";;0;0;Рубли;"TC-100 220V C";штука;1.0000;96;0;1;1;0;"<p>Современный и надежный шиномонтажный станок, со всем необходимым функционалом для работы с колесами легковых автомобилей. Хит продаж последних лет!</p>
<p>Модель обновлена весной 2017 года.</p>";"<p><strong>Шиномонтажный стенд ТЕМП TC100</strong> полуавтомат позволяет правильно и безопастно произвести монтаж автомобильных покрышек. Благодаря своим возможностям, Вы сможете производить перебортовку парктически любому легковому автомобилю эксплуатируемому на территории России!</p>
<p>Есть возможноть подключать оборудование к разным режимам питания.</p>
<p><strong>Преимущества использования:</strong></p>
<ul>
<li>Быстрая окупаемость - благодаря низкой стоимости;</li>
<li>Удобство в эксплуатации;</li>
<li>Подходит для шиномонтажных мастерских с большим числом клиентов.</li>
</ul>
<p><strong>Технические характеристики:</strong></p>
<table>
<tbody>
<tr>
<td>Диаметр диска (наружный захват)</td>
<td>10'' – 19''</td>
</tr>
<tr>
<td>Диаметр диска (внутренний захват)</td>
<td>12'' – 22''</td>
</tr>
<tr>
<td>Максимальный диаметр колеса</td>
<td>1040 мм (41"")</td>
</tr>
<tr>
<td>Максимальная ширина колеса</td>
<td>355 мм (14"")</td>
</tr>
<tr>
<td>Максимальное рабочее давление</td>
<td>8-10 Бар</td>
</tr>
<tr>
<td>Электрическая сеть</td>
<td>110V (1ph)/ 220V (1ph)/ 380V (3ph)</td>
</tr>
<tr>
<td>Мощность электродвигателя</td>
<td>0.75/0.55/1.1 кВт</td>
</tr>
<tr>
<td>Максимальный крутящий момент поворотного стола</td>
<td>1078 Nm</td>
</tr>
<tr>
<td>Габаритные размеры (ширина*глубина*высота)</td>
<td>96*76*93cm</td>
</tr>
<tr>
<td>Уровень шума</td>
<td>75 дцб</td>
</tr>
</tbody>
</table>
<p><iframe width=""1200"" height=""650"" src=""https://www.youtube.com/embed/qqbrljdpmBU"" frameborder=""0"" allowfullscreen=""allowfullscreen""></iframe></p>";;;;;;1555575809.6823.jpg;;;;;;;;;
35441;"Стенд шиномонтажный 10-22 дюймов 380 вольт,Синий";;"Шиномонтажное оборудование;Шиномонтажное оборудование:Шиномонтажные станки";;44000;0;Рубли;"TC-100 380V C";штука;1.0000;996;0;1;1;0;"<p>Современный и надежный шиномонтажный станок, со всем необходимым функционалом для работы с колесами легковых автомобилей. Хит продаж последних лет!</p>
<p>Модель обновлена весной 2017 года.</p>";"<p><strong>Шиномонтажный стенд ТЕМП TC100</strong> полуавтомат позволяет правильно и безопастно произвести монтаж автомобильных покрышек. Благодаря своим возможностям, Вы сможете производить перебортовку парктически любому легковому автомобилю эксплуатируемому на территории России!</p>
<p>Есть возможноть подключать оборудование к разным режимам питания.</p>
<p><strong>Преимущества использования:</strong></p>
<ul>
<li>Быстрая окупаемость - благодаря низкой стоимости;</li>
<li>Удобство в эксплуатации;</li>
<li>Подходит для шиномонтажных мастерских с большим числом клиентов.</li>
</ul>
<p><strong>Технические характеристики:</strong></p>
<table>
<tbody>
<tr>
<td>Диаметр диска (наружный захват)</td>
<td>10'' – 19''</td>
</tr>
<tr>
<td>Диаметр диска (внутренний захват)</td>
<td>12'' – 22''</td>
</tr>
<tr>
<td>Максимальный диаметр колеса</td>
<td>1040 мм (41"")</td>
</tr>
<tr>
<td>Максимальная ширина колеса</td>
<td>355 мм (14"")</td>
</tr>
<tr>
<td>Максимальное рабочее давление</td>
<td>8-10 Бар</td>
</tr>
<tr>
<td>Электрическая сеть</td>
<td>110V (1ph)/ 220V (1ph)/ 380V (3ph)</td>
</tr>
<tr>
<td>Мощность электродвигателя</td>
<td>0.75/0.55/1.1 кВт</td>
</tr>
<tr>
<td>Максимальный крутящий момент поворотного стола</td>
<td>1078 Nm</td>
</tr>
<tr>
<td>Габаритные размеры (ширина*глубина*высота)</td>
<td>96*76*93cm</td>
</tr>
<tr>
<td>Уровень шума</td>
<td>75 дцб</td>
</tr>
</tbody>
</table>
<p><iframe width=""1200"" height=""650"" src=""https://www.youtube.com/embed/qqbrljdpmBU"" frameborder=""0"" allowfullscreen=""allowfullscreen""></iframe></p>";ТЕМП;Китай;;;;1555578035.7821.png;;;;;;;;;
35483;"Стенд шиномонтажный 10-24 дюйма 220 вольт";;"Шиномонтажное оборудование;Шиномонтажное оборудование:Шиномонтажные станки";;46500;0;Рубли;"BL513 220V";штука;1.0000;500;0;1;0;1;"<p>Эталонное качество от компании Flying, прочный и износостойкий рабочий стол до 24 дюймов, усиленный редуктор, блок подготовки воздуха, защитные пластиковые накладки на рабочие элементы станка.</p>
<p>Обновленная модель осени 2018 года!</p>";"<p style=""text-align: left;""><strong>Стенд шиномонтажный Flying BL513 - Обновленная версия!</strong>&nbsp;Шиномонтажный станок (полуавтомат) предназначен для монтажа и демонтажа покрышек легковых автомобилей и легких внедорожников. Максимально прост и надежен в эксплуатации!</p>
<p style=""text-align: left;""><strong>Технические характеристики:</strong></p>
<table style=""width: 100%;"">
<tbody>
<tr style=""height: 15px;"">
<td style=""height: 15px; width: 50%;"">Максимальный диаметр колеса</td>
<td style=""height: 15px;"">41"" (1040 мм)</td>
</tr>
<tr style=""height: 15px;"">
<td style=""height: 15px;"">Максимальная ширина колеса</td>
<td style=""height: 15px;"">14"" (355 мм)</td>
</tr>
<tr style=""height: 15px;"">
<td style=""height: 15px;"">Захват диска снаружи</td>
<td style=""height: 15px;"">10""-19""</td>
</tr>
<tr style=""height: 15px;"">
<td style=""height: 15px;"">Захват диска изнутри</td>
<td style=""height: 15px;"">12""-24""</td>
</tr>
<tr style=""height: 15px;"">
<td style=""height: 15px;"">Давление воздуха</td>
<td style=""height: 15px;"">8 Бар</td>
</tr>
<tr style=""height: 15px;"">
<td style=""height: 15px;"">Усилие на боковой лапе</td>
<td style=""height: 15px;"">2500 кг</td>
</tr>
<tr style=""height: 15px;"">
<td style=""height: 15px;"">Питание в сети</td>
<td style=""height: 15px;"">220В</td>
</tr>
<tr style=""height: 15.4688px;"">
<td style=""height: 15.4688px;"">Габариты упаковки</td>
<td style=""height: 15.4688px;"">960x760x880 мм&nbsp;</td>
</tr>
</tbody>
</table>
<p><iframe width=""1200"" height=""700"" src=""https://www.youtube.com/embed/YIjk_0IQrz0"" frameborder=""0"" allowfullscreen=""allowfullscreen""></iframe></p>";FLYING;Китай;;"TE-52        ;TV-18B       ;TB500 220V C ;TB200 220V C ";;1555578094.529.jpg;Красный;;;;220В;;;;
35484;"Стенд шиномонтажный 10-24 дюйма 380 вольт";;"Шиномонтажное оборудование;Шиномонтажное оборудование:Шиномонтажные станки";;46500;0;Рубли;"BL513 380V   ";штука;1.0000;1000;0;1;0;1;"<p>Эталонное качество от компании Flying, прочный и износостойкий рабочий стол до 24 дюймов, усиленный редуктор, блок подготовки воздуха, защитные пластиковые накладки на рабочие элементы станка.</p>
<p>Обновленная модель осени 2017 года!</p>";"<p><strong>Стенд шиномонтажный Flying BL513 - Обновленная версия!</strong> Шиномонтажный станок (полуавтомат) предназначен для монтажа и демонтажа покрышек легковых автомобилей и легких внедорожников. Максимально прост и надежен в эксплуатации!</p>
<p style=""text-align: left;""><strong>Технические характеристики:</strong></p>
<table style=""width: 100%;"">
<tbody>
<tr style=""height: 15px;"">
<td style=""height: 15px; width: 50%;"">Максимальный диаметр колеса</td>
<td style=""height: 15px;"">41"" (1040 мм)</td>
</tr>
<tr style=""height: 15px;"">
<td style=""height: 15px;"">Максимальная ширина колеса</td>
<td style=""height: 15px;"">14"" (355 мм)</td>
</tr>
<tr style=""height: 15px;"">
<td style=""height: 15px;"">Захват диска снаружи</td>
<td style=""height: 15px;"">10""-19""</td>
</tr>
<tr style=""height: 15px;"">
<td style=""height: 15px;"">Захват диска изнутри</td>
<td style=""height: 15px;"">12""-24""</td>
</tr>
<tr style=""height: 15px;"">
<td style=""height: 15px;"">Давление воздуха</td>
<td style=""height: 15px;"">8 Бар</td>
</tr>
<tr style=""height: 15px;"">
<td style=""height: 15px;"">Усилие на боковой лапе</td>
<td style=""height: 15px;"">2500 кг</td>
</tr>
<tr style=""height: 15px;"">
<td style=""height: 15px;"">Питание в сети</td>
<td style=""height: 15px;"">380 В</td>
</tr>
<tr style=""height: 15.4688px;"">
<td style=""height: 15.4688px;"">Габариты упаковки</td>
<td style=""height: 15.4688px;"">960x760x880 мм&nbsp;</td>
</tr>
</tbody>
</table>
<p><iframe width=""1200"" height=""650"" src=""https://www.youtube.com/embed/YIjk_0IQrz0"" frameborder=""0"" allowfullscreen=""allowfullscreen""></iframe></p>";FLYING;Китай;;"TE-52        ;TV-18B       ;TB500 220V C ;TB200 220V C ";;1555578150.4573.jpg;Красный;;;;380В;;;;
35658;"Полуавтоматический шиномонтажный станок, диаметр дисков 10-2";;"Шиномонтажное оборудование;Шиномонтажное оборудование:Шиномонтажные станки";;62800;0;Рубли;"КС-301А 220VС";штука;1.0000;1000;0;0;0;0;<p>Полуавтомат</p>;"<p>Полуавтоматический шиномонтажный станок эконом-класса. Предназначен для монтажа и демонтажа камерных и бескамерных шин легковых автомобилей с посадочным диаметром от 10"" до 22"".</p>
<p>&nbsp;</p>
<div class=""col-lg-12 col-xs-12 lineitem"">
<div class=""row"">
<div class=""col-lg-8 col-md-9 col-sm-9 col-xs-8"">
<table>
<tbody>
<tr>
<td>&nbsp;Давление воздуха в пневмосистеме, МПа&nbsp;</td>
<td>10</td>
</tr>
<tr>
<td>&nbsp;Напряжение в сети, В</td>
<td>&nbsp;220</td>
</tr>
<tr>
<td>&nbsp;Цвет</td>
<td>&nbsp;Красный&nbsp;/&nbsp;Синий</td>
</tr>
<tr>
<td><strong> ОСНАЩЕНИЕ</strong></td>
<td>&nbsp;</td>
</tr>
<tr>
<td>Лубрикатор</td>
<td>&nbsp;</td>
</tr>
<tr>
<td>
<div class=""col-lg-12 lineitem"">
<div class=""row"">
<div class=""col-lg-8 col-md-9 col-sm-9 col-xs-11"">Монтировка</div>
</div>
</div>
</td>
<td>&nbsp;</td>
</tr>
<tr>
<td>
<div class=""col-lg-12 lineitem"">
<div class=""row"">
<div class=""col-lg-8 col-md-9 col-sm-9 col-xs-11"">Емкость для шиномонтажной пасты с кисточкой</div>
</div>
</div>
</td>
<td>&nbsp;</td>
</tr>
<tr>
<td>
<div class=""col-lg-12 lineitem"">
<div class=""row"">
<div class=""col-lg-8 col-md-9 col-sm-9 col-xs-11"">Пистолет для накачивания шин</div>
</div>
</div>
</td>
<td>&nbsp;</td>
</tr>
<tr>
<td>
<div class=""col-lg-12 lineitem"">
<div class=""row"">
<div class=""col-lg-8 col-md-9 col-sm-9 col-xs-11"">Пластиковая накладка на отжимную лопатку</div>
</div>
</div>
</td>
<td>&nbsp;</td>
</tr>
<tr>
<td>Пластиковые накладки на кулачки</td>
<td>&nbsp;</td>
</tr>
</tbody>
</table>
</div>
</div>
</div>";SIVIK;Россия;;;;1555581998.4206.jpg;"Синий;Красный";;;;220В;;;;
